data_coleta;hora_utc;temp_ins;temp_max;temp_min;umi_ins;umi_max;umi_min;pressao_ins;vel_vento;chuva_mm;horas_uso;vibracao_motor;proximidade_agua;declividade;qtidade_falhas
24/03/2026;0900;20,4;20,5;20,2;80;83;80;924,9;0;0;262;2,37;559;27;7
24/03/2026;1000;20,7;20,7;20,2;74;80;73;925,3;0;0;120;2,17;1165;20;2
24/03/2026;1100;20,9;21,6;20,2;82;84;73;925,4;0,9;0;221;1,58;1875;3;1
24/03/2026;1200;23,3;23,3;20,9;66;82;65;925,6;1,3;0;197;0,61;744;20;0
24/03/2026;1300;26,6;26,8;23,2;52;66;49;925,3;1;0;89;0,43;1657;6;1
24/03/2026;1400;28,1;28,4;26,6;38;55;30;925,4;0,8;0;146;4,8;573;21;8
24/03/2026;1500;29;29,2;27,4;31;40;29;924,9;1,1;0;347;3,78;433;30;8
24/03/2026;1600;29,1;29,6;28,1;41;42;31;924,7;1,3;0;397;0,83;923;8;8
24/03/2026;1700;29,6;29,8;28,3;38;45;35;923,8;0,7;0;242;3,22;433;25;0
24/03/2026;1800;29,6;30,2;29,1;38;40;36;923;1,4;0;143;1,44;122;26;7
24/03/2026;1900;29,4;30,2;29;36;38;34;922,6;1,2;0;310;4,7;1870;6;9
24/03/2026;2000;29,2;29,8;29,1;34;38;32;922,4;1,2;0;93;2,43;196;5;3
24/03/2026;2100;28,4;29,3;28,4;35;35;33;923;1,7;0;108;3,96;1290;6;7
24/03/2026;2200;27;28,3;27;38;39;35;923,6;1,4;0;118;1,44;1893;15;5
24/03/2026;2300;25,3;27,1;25,3;48;48;38;924,4;1,5;0;194;4,04;1248;11;2
25/03/2026;0000;23,3;25,3;23,3;60;60;48;925,2;1,4;0;337;2,85;1094;3;6
25/03/2026;0100;22,1;23,3;22,1;66;67;60;925,6;0,8;0;458;0,66;1083;13;10
25/03/2026;0200;21,2;22,1;21,2;72;72;66;926;1;0;191;4,58;556;8;3
25/03/2026;0300;20,3;21,2;20,3;78;78;72;926,5;1,4;0;340;2,69;565;16;8
25/03/2026;0400;20,1;20,4;19,8;82;83;78;926;0,3;0;274;1,13;583;17;6
25/03/2026;0500;19,2;20,2;19,2;86;86;82;925,7;0,8;0;201;4,04;571;19;2
25/03/2026;0600;18,5;19,2;18,5;92;92;86;925,4;0;0;116;3,13;1316;15;2
25/03/2026;0700;18,6;18,7;18,5;92;93;92;925,4;0;0;351;1,25;477;21;2
25/03/2026;0800;18,3;18,6;18,3;92;93;92;925,7;0,6;0;392;1,14;671;0;9
25/03/2026;0900;18,1;18,3;18,1;92;93;92;926,4;0;0;393;4,17;703;26;7
25/03/2026;1000;17,9;18,1;17,8;93;93;92;926,8;0;0;332;2,16;1185;8;1
25/03/2026;1100;19,2;19,4;17,9;89;93;89;927,6;0,2;0;374;3,1;515;18;8
25/03/2026;1200;22,2;22,4;19,1;77;89;77;928,3;2,1;0;306;3,56;1420;24;7
25/03/2026;1300;22,1;22,3;20,9;78;81;76;928,8;2,6;0;80;2,8;1755;1;7
25/03/2026;1400;24,8;24,8;21,9;70;79;69;928,7;2,8;0;495;1,47;1686;9;6
25/03/2026;1500;26,4;26,5;24;64;71;62;928,5;3,3;0;356;1,4;982;8;3
25/03/2026;1600;27,4;27,5;25,7;57;65;57;927,6;2,4;0;257;1,01;1725;23;10
25/03/2026;1700;28,2;28,2;26,4;56;60;52;926,8;2,1;0;190;1,01;876;27;3
25/03/2026;1800;27,7;28,6;27,1;51;56;49;926,2;1,1;0;227;4,33;662;25;0
25/03/2026;1900;28,5;28,7;27,2;49;55;49;925,6;1;0;310;4,33;1982;21;3
25/03/2026;2000;28;28,8;27,3;57;58;47;925,5;2,1;0;245;0,46;738;5;8
25/03/2026;2100;23;28,1;20,2;82;90;55;926,2;1,4;9,2;469;0,74;834;24;2
25/03/2026;2200;22,6;23,4;22,6;80;82;78;926,8;0;0;116;0,56;1711;19;0
25/03/2026;2300;22;22,6;22;85;85;80;928,1;1;0;170;3,71;658;5;1
26/03/2026;0000;21,6;22;21,5;82;85;82;928,3;0,6;0;455;3,69;334;20;3
26/03/2026;0100;21,4;21,7;21,4;80;82;79;929,1;0,5;0;161;3,97;630;22;0
26/03/2026;0200;21,3;21,4;21,2;84;84;80;929;0,2;0;236;2,52;89;11;2
26/03/2026;0300;20,8;21,3;20,8;87;87;84;928,8;0,1;0;368;3,63;1570;28;3
26/03/2026;0400;20,1;20,8;20,1;90;90;87;928,6;0;0;177;2,57;1594;0;9
26/03/2026;0500;20,1;20,4;20,1;90;90;89;928,3;0;0;206;2,14;1857;30;6
26/03/2026;0600;20,5;20,5;19,9;86;90;86;927,9;0,1;0;336;4,97;630;29;4
26/03/2026;0700;19,7;20,5;19,7;86;86;85;927,9;0;0;111;0,66;2000;22;7
26/03/2026;0800;19,4;19,8;19,3;88;88;86;928,4;0;0;59;4,18;475;23;6
26/03/2026;0900;19,6;19,7;19,2;86;88;86;928,8;0,1;0;454;0,42;1900;19;4
26/03/2026;1000;20,5;20,5;19,4;83;86;83;929,5;0;0;129;3,35;1837;6;7
26/03/2026;1100;22,8;22,8;20,5;72;83;72;930;1,9;0;73;3,58;1619;4;6
26/03/2026;1200;24,2;24,4;22,8;67;73;66;930,6;3,2;0;338;0,81;974;11;5
26/03/2026;1300;26,4;26,4;24,2;59;67;58;930,7;4;0;199;1,02;1748;28;10
26/03/2026;1400;26,9;27,3;25,9;54;59;53;930,4;4,2;0;468;4,54;1138;4;1
26/03/2026;1500;28;28,4;26,8;51;56;50;929,8;4,3;0;465;1,75;1764;12;2
26/03/2026;1600;28,5;29,3;27,4;45;53;44;929,1;3,3;0;202;3,98;1205;12;9
26/03/2026;1700;28,9;29,8;28,1;46;48;44;928,4;3,3;0;499;3,99;663;30;4
26/03/2026;1800;28,9;29,9;28,6;48;49;44;927,9;2,9;0;277;3,85;1876;24;0
26/03/2026;1900;28,4;29,5;28,3;49;49;45;927,3;2,3;0;181;3,82;1903;8;5
26/03/2026;2000;28,5;28,8;27,6;49;53;48;927,1;2;0;296;3,33;880;8;3
26/03/2026;2100;27,5;28,7;27,5;52;52;47;927,7;1,7;0;78;2;895;26;0
26/03/2026;2200;26,9;27,5;26,6;56;57;52;928,3;0;0;172;3,13;1333;15;8
26/03/2026;2300;26,3;27;26,3;58;58;54;929;0,4;0;396;2,52;775;25;5
27/03/2026;0000;25,7;26,3;25,7;62;62;58;929,7;0;0;350;2,01;148;27;9
27/03/2026;0100;24,4;25,7;24,4;68;68;62;930,1;1,3;0;174;2,94;449;29;0
27/03/2026;0200;23,7;24,4;23,7;74;74;68;929,9;0,9;0;107;3,51;663;18;10
27/03/2026;0300;23,1;23,7;23,1;75;75;74;929,6;1,3;0;65;2,83;1438;8;6
27/03/2026;0400;22,7;23,1;22,7;73;75;72;929,3;0,9;0;192;4,03;668;15;7
27/03/2026;0500;22,1;22,7;22;75;75;73;929;0,1;0;78;0,57;1698;5;7
27/03/2026;0600;21,8;22,1;21,7;76;76;75;928,6;0;0;329;4,67;151;6;2
27/03/2026;0700;21,7;21,8;21,6;78;78;76;928,7;0;0;475;4,83;1759;4;8
27/03/2026;0800;21;21,7;21;80;80;78;929,2;0,4;0;472;1,74;1751;23;2
27/03/2026;0900;20,9;21;20,4;84;84;80;929,6;1,4;0;213;1,8;169;14;10
27/03/2026;1000;20,7;20,9;20,6;88;88;84;930,5;0;0;472;1,86;1794;19;4
27/03/2026;1100;22,3;22,3;20,7;81;88;80;931,3;0,4;0;203;0,4;274;5;10
27/03/2026;1200;25,7;25,8;22,2;69;80;67;931,7;0,3;0;478;3,28;603;14;8
27/03/2026;1300;26,8;27,2;25,3;60;69;60;931,7;2,1;0;213;3,46;1508;7;8
27/03/2026;1400;28,5;28,7;26,8;55;62;54;931,4;2,1;0;111;2,3;1785;24;8
27/03/2026;1500;28,7;30,3;27,9;52;56;46;930,8;2,6;0;329;4,59;1182;23;0
27/03/2026;1600;30,7;30,9;28,5;47;52;44;929,8;2,2;0;485;2,23;1181;18;6
27/03/2026;1700;31,4;31,4;29,9;43;47;41;929,1;1,6;0;64;3,38;1772;28;6
27/03/2026;1800;29,7;31,7;29,6;43;46;41;928,7;1,3;0;141;0,3;99;3;6
27/03/2026;1900;29,5;29,9;29;49;52;42;928,3;1,2;0;165;1,29;510;10;7
27/03/2026;2000;29,1;30,1;28,7;46;49;44;928,2;1,8;0;140;4,37;1422;3;6
27/03/2026;2100;28,1;29,7;28,1;46;46;40;928,2;1,9;0;400;3,17;1035;28;9
27/03/2026;2200;26,1;28,1;26,1;54;54;46;928,8;1,9;0;143;3,16;842;7;1
27/03/2026;2300;24,5;26,1;24,5;73;73;54;929,8;1,8;0;131;0,38;296;17;4
28/03/2026;0000;23,4;24,5;23,4;80;80;73;930,7;1,4;0;174;1,4;990;5;5
28/03/2026;0100;22,6;23,4;22,6;82;82;79;931,1;1,2;0;165;2,71;843;2;10
28/03/2026;0200;21,9;22,6;21,9;84;84;82;931,4;1,2;0;487;4,63;512;2;8
28/03/2026;0300;21,5;21,9;21,5;86;86;84;931,4;1,1;0;294;1,28;1889;23;7
28/03/2026;0400;20,9;21,5;20,8;87;88;86;931;1;0;264;2,69;1367;18;2
28/03/2026;0500;20,5;20,9;20,5;81;87;81;930,4;1;0;233;2,29;585;9;3
28/03/2026;0600;19,7;20,6;19,7;86;86;79;930,1;0,3;0;401;3,9;107;8;7
28/03/2026;0700;19,2;19,7;19,2;90;90;86;929,9;0;0;437;3,25;574;15;7
28/03/2026;0800;18,9;19,3;18,9;90;90;89;930;0,6;0;243;4,24;332;13;0
28/03/2026;0900;18,6;18,9;18,6;90;90;90;930,7;0,6;0;314;3,54;1073;8;6
28/03/2026;1000;18,9;18,9;18,4;89;91;89;931,4;1,1;0;248;2,24;1126;5;6
28/03/2026;1100;20,5;20,7;18,9;81;89;81;932,1;0,6;0;70;3,32;1478;25;0
28/03/2026;1200;23,7;24;20,5;69;81;69;932,5;0,6;0;352;4,31;162;26;9
28/03/2026;1300;26,8;27;23,5;50;71;49;932,8;2,2;0;267;3,18;1287;0;2
28/03/2026;1400;28,8;28,8;26,5;46;52;46;932,5;1,8;0;81;0,35;875;20;5
28/03/2026;1500;28,7;29,1;26,9;41;51;41;932;0,1;0;228;0,68;1649;4;0
28/03/2026;1600;28,7;29,7;27,7;39;45;38;931,2;0,8;0;418;2,75;1231;25;5
28/03/2026;1700;30,1;30,1;28,3;34;42;34;930,6;1,2;0;413;1,42;1455;29;1
28/03/2026;1800;28,8;31;28,4;42;42;34;930;0,5;0;118;3,04;217;15;0
28/03/2026;1900;29,3;29,8;28,5;44;49;40;929,8;0,6;0;53;0,36;1405;9;5
28/03/2026;2000;28,3;29,6;28,3;44;45;39;929,9;1;0;351;1,03;731;22;10
28/03/2026;2100;27,8;28,5;27,8;42;45;41;930,1;1,6;0;356;1,45;764;8;4
28/03/2026;2200;26,4;27,8;26,4;49;49;42;930,4;1,5;0;395;3,2;1432;30;7
28/03/2026;2300;24,3;26,4;24,3;70;70;49;931;1,4;0;66;4,01;1008;30;0
29/03/2026;0000;22,8;24,3;22,8;75;75;70;931,3;0,9;0;146;1,01;1701;28;2
29/03/2026;0100;21,9;22,8;21,8;80;80;75;931,7;1,2;0;111;0,66;1249;14;7
29/03/2026;0200;21,3;21,9;21,2;81;81;80;931,7;0,9;0;232;2,33;1188;30;0
29/03/2026;0300;20,7;21,3;20,7;84;84;81;931,7;1;0;71;2,14;1289;22;4
29/03/2026;0400;20;20,7;20;88;88;84;931,3;1,2;0;494;2,67;230;28;4
29/03/2026;0500;20;20;19,9;86;88;86;930,6;0,8;0;278;2,12;351;5;5
29/03/2026;0600;19,4;20;19,4;88;88;85;930;0,1;0;420;3,89;1560;5;2
29/03/2026;0700;18,8;19,4;18,8;91;92;88;929,9;1,3;0;58;4,63;650;20;1
29/03/2026;0800;18,3;18,8;18,3;93;93;91;930,1;1,3;0;245;4,66;1933;15;7
29/03/2026;0900;17,8;18,4;17,8;94;94;93;930,7;1;0;149;1,8;542;11;10
29/03/2026;1000;18,1;18,1;17,8;92;94;92;931;0,1;0;133;2,52;811;27;1
29/03/2026;1100;19,3;19,6;17,8;87;93;87;931,7;1,4;0;359;2,73;761;17;4
29/03/2026;1200;21,6;21,7;19,3;79;87;79;932,6;1,2;0;119;2,58;1076;22;8
29/03/2026;1300;25,1;25,3;21,4;62;79;62;932,4;1;0;259;0,22;347;10;9
29/03/2026;1400;27,3;27,5;24,9;51;65;51;932;1,2;0;457;0,32;1635;27;1
29/03/2026;1500;28,1;29,1;26,9;46;54;44;931,1;1,2;0;287;2,9;330;5;6
29/03/2026;1600;28;29,9;27,9;50;52;42;930,3;0;0;323;4,49;1976;18;6
29/03/2026;1700;28,4;30,2;28;50;53;46;929,6;0;0;104;0,68;1352;26;3
29/03/2026;1800;29,7;30,1;27,9;45;51;43;928,8;0;0;276;4,79;1723;19;7
29/03/2026;1900;29,2;30,2;29,2;40;45;39;928,6;0;0;59;0,29;883;0;5
29/03/2026;2000;29,2;29,7;28,7;40;42;39;928,6;0;0;305;1,79;568;2;4
29/03/2026;2100;27,5;29,2;27,5;46;46;40;928,6;0;0;345;4,11;123;3;6
29/03/2026;2200;25,2;27,5;25,2;55;55;46;928,9;0;0;484;2,79;1621;0;9
29/03/2026;2300;25,7;25,7;24,6;56;58;55;929,2;0;0;61;2,81;1133;26;6
30/03/2026;0000;24,3;25,9;24,3;57;58;54;929,9;0;0;380;0,66;800;17;10
30/03/2026;0100;23,5;24,9;23,5;75;75;58;930,5;0,5;0;51;1,48;671;21;0
30/03/2026;0200;22,2;23,5;22,2;83;83;75;930,4;1,2;0;353;1,9;844;16;7
30/03/2026;0300;21,5;22,2;21,5;83;83;81;930;0,6;0;282;0,61;773;16;3
30/03/2026;0400;21;21,5;21;84;84;83;929,6;0,5;0;407;2,66;1510;22;8
30/03/2026;0500;20,6;21;20,6;85;85;84;929,2;0,5;0;362;3,1;1631;29;7
30/03/2026;0600;20,2;20,6;20,2;88;88;85;928,7;0;0;63;4,79;1099;23;9
30/03/2026;0700;19,7;20,2;19,7;91;91;88;928,3;0;0;121;2,43;1172;27;3
30/03/2026;0800;19,4;19,7;19,3;91;91;91;928;0,6;0;184;4,13;774;5;5
30/03/2026;0900;19;19,4;18,9;91;91;91;928,5;0;0;249;3,69;602;19;7
30/03/2026;1000;19,2;19,2;18,9;91;92;91;928,8;0;0;455;0,9;1982;21;8
30/03/2026;1100;20,8;20,8;19,2;84;91;84;929,1;0;0;258;2,92;1212;29;1
30/03/2026;1200;21,3;22,1;20,3;80;85;79;929,5;0,8;0;499;2,63;540;24;6
30/03/2026;1300;24,8;24,9;21,3;65;80;64;929,4;0,7;0;327;4,15;742;9;10
30/03/2026;1400;26,8;27;24,4;58;67;56;929;1,3;0;231;1,21;1766;24;6
30/03/2026;1500;27,3;28;26,1;50;59;48;928,3;1,5;0;421;1,97;934;10;10
30/03/2026;1600;28,3;29,1;27,3;44;52;43;927,6;1,8;0;326;2,06;765;28;8
30/03/2026;1700;29,6;29,9;28;39;48;38;926,8;0,3;0;498;4,75;93;18;5
30/03/2026;1800;29,3;30,3;28,9;34;41;31;926,1;0,8;0;247;2,44;1053;11;7
30/03/2026;1900;30,1;30,4;29,1;34;36;29;925,3;0;0;454;2,39;147;5;0
30/03/2026;2000;29;30,1;28,9;39;39;32;925,3;0,5;0;166;3,05;1075;13;7
30/03/2026;2100;28,2;29,2;28,2;40;41;36;925,6;1,9;0;252;1,73;957;13;3
30/03/2026;2200;26,9;28,2;26,9;45;45;40;925,4;1,1;0;286;2,66;1383;15;2
30/03/2026;2300;23,7;26,9;23,6;64;65;45;926,1;1,2;0;145;3,17;1701;6;6
31/03/2026;0000;22,4;23,6;22,4;63;64;60;926,7;1,4;0;111;3,32;355;0;7
31/03/2026;0100;21,1;22,4;21,1;70;70;62;927,1;1,2;0;118;3,08;1343;29;1
31/03/2026;0200;20,4;21,1;20,4;81;81;70;927,6;0,5;0;79;0,62;653;0;4
31/03/2026;0300;19,9;20,5;19,8;82;82;81;926,8;0,4;0;326;3,97;119;3;6
31/03/2026;0400;20;20;19,8;79;82;79;926,4;1,4;0;101;0,41;1415;9;8
31/03/2026;0500;19,3;20;19,3;83;83;79;925,9;1,1;0;130;2,21;949;30;2
31/03/2026;0600;19,1;19,3;19,1;83;84;82;925,1;1,3;0;59;3,7;1500;15;9
31/03/2026;0700;18,8;19,1;18,7;84;85;83;924,4;0,5;0;464;4,88;975;8;8
31/03/2026;0800;19;19;18,5;80;85;80;924,5;0;0;446;2,87;1686;6;0
31/03/2026;0900;18,9;19,2;18,7;81;82;78;924,7;0,4;0;67;3,92;136;16;1
31/03/2026;1000;18,7;19,4;18,7;83;83;76;925,5;0,6;0;256;0,83;410;25;8
31/03/2026;1100;19,3;19,3;18,7;83;84;83;926,3;0,7;0;417;1,12;627;17;3
31/03/2026;1200;20,5;20,5;19,3;80;83;80;926,7;0,7;0;279;2,06;1519;7;1
31/03/2026;1300;20,8;21,2;20,4;74;80;74;927,1;0,8;0;227;0,21;1407;21;1
31/03/2026;1400;21;21;20,2;76;80;74;927;0,4;0;403;1,1;1087;2;1
31/03/2026;1500;23,5;24,3;21;65;76;63;926,4;1,5;0;210;4,18;458;19;0
31/03/2026;1600;25,2;25,2;23,3;64;67;57;925,5;1,1;0;286;3,13;463;25;3
31/03/2026;1700;26;26,3;24,2;56;64;56;924,6;1,5;0;442;2,97;1884;8;3
31/03/2026;1800;25,9;26,6;24,8;57;62;55;923,7;1,1;0;403;0,73;894;23;9
31/03/2026;1900;26,1;26,4;24,9;55;59;52;923;0,6;0;203;1,53;1003;22;10
31/03/2026;2000;25,3;26,1;24,8;54;58;54;923;1,4;0;124;3,22;1427;4;9
31/03/2026;2100;23,6;25,3;23,5;66;66;54;924;0,9;0;103;2,06;1897;27;6
31/03/2026;2200;22,7;23,6;22,7;70;70;66;924,5;1,4;0;305;3,28;149;26;10
31/03/2026;2300;22,1;22,7;22,1;71;73;70;925,1;1,5;0;212;0,22;1962;12;5
